unique_id: 931237d3-2a55-44ae-9c75-f3ef5f596809 label: (D,1,1,1,False);
unique_id: 42d3b85e-b7e0-4b95-ba56-c0ecf0510972 label: (A,2,1,1,False);
unique_id: 2fa34da3-ce9d-4ad4-8686-d16c90a6f97b label: (B,2,1,1,False);
unique_id: 438dc051-f797-4533-9176-ab12921880cb label: (D,8,3,1,False); child_unique_id: 1e174032-35fa-4f29-b66e-9e506e51cbcf child_label: (D,5,2);
unique_id: 3194fad7-22c6-4e49-a920-cc7886cab73c label: (E,9,3,1,False); child_unique_id: 234672bb-e821-4af3-82c7-91bdb0623fcd child_label: (E,5,2);
unique_id: 7bab33d3-3ce9-4541-b7e0-c880c2197b74 label: (A,10,6,1,False); child_unique_id: 2f518cb0-2911-4843-a285-4232b68a4589 child_label: (A,7,5);
unique_id: 15694e6d-5a74-40b4-af12-9f5b7bae8b8b label: (B,10,5,1,False); child_unique_id: 961dc8ab-4a01-4396-b54c-9d913146d128 child_label: (B,8,4);
unique_id: e2efe07a-b86e-428b-a313-b793309d5ad9 label: (D,10,4,1,False); child_unique_id: 438dc051-f797-4533-9176-ab12921880cb child_label: (D,8,3);
unique_id: 8398715f-6d6b-4a38-b5f6-5284a4c34669 label: (E,10,4,1,False); child_unique_id: 3194fad7-22c6-4e49-a920-cc7886cab73c child_label: (E,9,3);
unique_id: de9a6431-d644-4cc5-9bbd-ca3d0d98c6ab label: (A,11,7,1,False); child_unique_id: 7bab33d3-3ce9-4541-b7e0-c880c2197b74 child_label: (A,10,6);
unique_id: b9c2dfad-ae35-49ae-bb13-b28d295fd462 label: (B,11,6,1,False); child_unique_id: 15694e6d-5a74-40b4-af12-9f5b7bae8b8b child_label: (B,10,5);
unique_id: 5236dcde-d02f-42bb-8b62-137d4517b566 label: (A,12,8,1,False); child_unique_id: de9a6431-d644-4cc5-9bbd-ca3d0d98c6ab child_label: (A,11,7);
unique_id: 0fb82c6f-a3fa-4523-83bb-276c765deeff label: (B,12,7,1,False); child_unique_id: b9c2dfad-ae35-49ae-bb13-b28d295fd462 child_label: (B,11,6);
unique_id: e787f130-e5a8-40c8-b045-0fa42d60bc85 label: (D,12,5,1,False); child_unique_id: e2efe07a-b86e-428b-a313-b793309d5ad9 child_label: (D,10,4);
unique_id: 554e23bf-b310-44d1-9a1c-f228761a3a77 label: (E,12,5,1,False); child_unique_id: 8398715f-6d6b-4a38-b5f6-5284a4c34669 child_label: (E,10,4);
unique_id: 6567d255-5ce2-4ea6-a7ee-fed804d45ee6 label: (A,13,9,1,False); child_unique_id: 5236dcde-d02f-42bb-8b62-137d4517b566 child_label: (A,12,8);
unique_id: 5205ccd0-0206-4a33-a30e-bfc7650c42aa label: (E,13,6,1,False); child_unique_id: 554e23bf-b310-44d1-9a1c-f228761a3a77 child_label: (E,12,5);
unique_id: 9b25f22c-6d22-4c5c-b908-e8011787b2cb label: (D,14,6,1,False); child_unique_id: e787f130-e5a8-40c8-b045-0fa42d60bc85 child_label: (D,12,5);
unique_id: 8cf3a6be-e1d6-49be-b53c-5e534c9ee357 label: (E,14,7,1,False); child_unique_id: 5205ccd0-0206-4a33-a30e-bfc7650c42aa child_label: (E,13,6);
unique_id: 372c43e3-354e-4f19-81b3-9cd075ab6328 label: (B,15,8,1,False); child_unique_id: 0fb82c6f-a3fa-4523-83bb-276c765deeff child_label: (B,12,7);
unique_id: 50ef60fe-117a-4b80-8fe6-39807888e01f label: (D,15,7,1,False); child_unique_id: 9b25f22c-6d22-4c5c-b908-e8011787b2cb child_label: (D,14,6);
unique_id: 44850df2-153e-4b14-9fb0-c70eea23890e label: (A,16,10,1,False); child_unique_id: 6567d255-5ce2-4ea6-a7ee-fed804d45ee6 child_label: (A,13,9);
unique_id: 54bc85ca-f870-41f1-b877-7a6fc6b25505 label: (B,16,9,1,False); child_unique_id: 372c43e3-354e-4f19-81b3-9cd075ab6328 child_label: (B,15,8);
unique_id: d3de6fe3-d719-4f53-95e5-990cfdbef995 label: (A,17,11,1,False); child_unique_id: 44850df2-153e-4b14-9fb0-c70eea23890e child_label: (A,16,10);
unique_id: 17ed0eb3-615f-41f1-b540-21aa16f7837c label: (B,17,10,1,False); child_unique_id: 54bc85ca-f870-41f1-b877-7a6fc6b25505 child_label: (B,16,9);
unique_id: c87c6394-037e-40b8-b9fa-c8f2a1ced7ac label: (E,17,8,1,False); child_unique_id: 8cf3a6be-e1d6-49be-b53c-5e534c9ee357 child_label: (E,14,7);
unique_id: eb570c03-1c73-4c3c-8116-f43b8f0c5255 label: (B,18,11,1,False); child_unique_id: 17ed0eb3-615f-41f1-b540-21aa16f7837c child_label: (B,17,10);
unique_id: 04a15081-e4a3-4527-a3b1-a0d258f2498e label: (D,18,8,1,False); child_unique_id: 50ef60fe-117a-4b80-8fe6-39807888e01f child_label: (D,15,7);
unique_id: 5089fb6e-c3a6-4eb1-ae8b-0a2beac79f35 label: (E,18,9,1,False); child_unique_id: c87c6394-037e-40b8-b9fa-c8f2a1ced7ac child_label: (E,17,8);
unique_id: fde3c007-2697-4fc8-934e-5540ef5a1bf2 label: (D,19,9,1,False); child_unique_id: 04a15081-e4a3-4527-a3b1-a0d258f2498e child_label: (D,18,8);
unique_id: 84b4adbe-2358-40c8-9eaa-16fbcd3296d0 label: (A,20,12,1,False); child_unique_id: d3de6fe3-d719-4f53-95e5-990cfdbef995 child_label: (A,17,11);
unique_id: 18025e4b-f551-4180-8354-d1901da694fe label: (E,20,10,1,False); child_unique_id: 5089fb6e-c3a6-4eb1-ae8b-0a2beac79f35 child_label: (E,18,9);
unique_id: 9e03e820-2d69-4f56-bf13-6a527e93001e label: (A,21,13,1,False); child_unique_id: 84b4adbe-2358-40c8-9eaa-16fbcd3296d0 child_label: (A,20,12);
unique_id: 3bdf59eb-b366-46d7-81cc-9e46f7ebd7fa label: (B,21,12,1,False); child_unique_id: eb570c03-1c73-4c3c-8116-f43b8f0c5255 child_label: (B,18,11);
unique_id: c2dc9f2b-6cde-4976-a9fa-0cf1a4549758 label: (D,21,10,1,False); child_unique_id: fde3c007-2697-4fc8-934e-5540ef5a1bf2 child_label: (D,19,9);
unique_id: 6aa82f1b-a76e-40d6-9f2f-9fe6b1a591df label: (A,22,14,1,False); child_unique_id: 9e03e820-2d69-4f56-bf13-6a527e93001e child_label: (A,21,13);
unique_id: a7480a71-d713-424d-882b-e7a0156e215c label: (B,22,13,1,False); child_unique_id: 3bdf59eb-b366-46d7-81cc-9e46f7ebd7fa child_label: (B,21,12);
unique_id: 4637ec3b-f595-49a5-a071-486771aa6f3f label: (D,22,11,1,False); child_unique_id: c2dc9f2b-6cde-4976-a9fa-0cf1a4549758 child_label: (D,21,10);
unique_id: 5e333cbf-af09-47df-8b5d-1b9f77d15532 label: (E,22,11,1,False); child_unique_id: 18025e4b-f551-4180-8354-d1901da694fe child_label: (E,20,10);
unique_id: a978b480-ebdc-45de-8e54-78d85ae43ef3 label: (B,23,14,1,False); child_unique_id: a7480a71-d713-424d-882b-e7a0156e215c child_label: (B,22,13);
unique_id: cbc65270-8ed3-417a-bdd3-d130f8d3d7f1 label: (D,23,12,1,False); child_unique_id: 4637ec3b-f595-49a5-a071-486771aa6f3f child_label: (D,22,11);
unique_id: f345f9d2-9260-4905-9a47-94a79415a03a label: (E,23,12,1,False); child_unique_id: 5e333cbf-af09-47df-8b5d-1b9f77d15532 child_label: (E,22,11);
unique_id: a0f5f0df-7af3-4e54-ac5f-13c66a640227 label: (B,24,15,1,False); child_unique_id: a978b480-ebdc-45de-8e54-78d85ae43ef3 child_label: (B,23,14);
unique_id: 626f693c-9a2e-46d3-ba12-ada50fc9ebd7 label: (D,24,13,1,False); child_unique_id: cbc65270-8ed3-417a-bdd3-d130f8d3d7f1 child_label: (D,23,12);
unique_id: a078bf53-dd6a-4170-b179-8a56c4f8048c label: (A,25,15,1,False); child_unique_id: 6aa82f1b-a76e-40d6-9f2f-9fe6b1a591df child_label: (A,22,14);
unique_id: 023bbad3-4fe1-46f6-ba7b-0313bb1fd038 label: (B,25,16,1,False); child_unique_id: a0f5f0df-7af3-4e54-ac5f-13c66a640227 child_label: (B,24,15);
unique_id: a1ce8096-f4e0-4356-988a-7ef237f7fbec label: (D,25,14,1,False); child_unique_id: 626f693c-9a2e-46d3-ba12-ada50fc9ebd7 child_label: (D,24,13);
unique_id: 8cdcf271-bb06-4434-bfdc-f5efe4d1b474 label: (A,26,16,1,False); child_unique_id: a078bf53-dd6a-4170-b179-8a56c4f8048c child_label: (A,25,15);
unique_id: 89b9494a-216a-4ac6-83ee-6ace103f0d52 label: (B,27,17,1,False); child_unique_id: 023bbad3-4fe1-46f6-ba7b-0313bb1fd038 child_label: (B,25,16);
unique_id: fe728242-fbb8-4a2a-ba0f-fe0987555243 label: (E,27,13,1,False); child_unique_id: f345f9d2-9260-4905-9a47-94a79415a03a child_label: (E,23,12);
unique_id: f359892e-d05c-43c3-a052-21e6b6995e16 label: (A,28,17,1,False); child_unique_id: 8cdcf271-bb06-4434-bfdc-f5efe4d1b474 child_label: (A,26,16);
unique_id: b20b4ba3-7999-4b4e-8360-2c54ce492075 label: (B,28,18,1,False); child_unique_id: 89b9494a-216a-4ac6-83ee-6ace103f0d52 child_label: (B,27,17);
unique_id: e9bd7981-bb6c-4a8a-b69c-cc3ccfde294b label: (D,28,15,1,False); child_unique_id: a1ce8096-f4e0-4356-988a-7ef237f7fbec child_label: (D,25,14);
unique_id: 961ff49a-c5e1-49c0-896a-10aed0de5c16 label: (E,28,14,1,False); child_unique_id: fe728242-fbb8-4a2a-ba0f-fe0987555243 child_label: (E,27,13);
unique_id: 31f17725-8a70-49d7-aa27-960f44cac791 label: (B,29,19,1,False); child_unique_id: b20b4ba3-7999-4b4e-8360-2c54ce492075 child_label: (B,28,18);
unique_id: 5f9e0255-0e24-43e3-b9d8-e4dec317a983 label: (B,30,20,1,False); child_unique_id: 31f17725-8a70-49d7-aa27-960f44cac791 child_label: (B,29,19);
unique_id: 37d8a7c1-04c9-466e-a5ea-a1317078a1ef label: (E,30,15,1,False); child_unique_id: 961ff49a-c5e1-49c0-896a-10aed0de5c16 child_label: (E,28,14);
unique_id: cebd94b5-5334-4c0d-b739-fe8f88e8faf9 label: (A,31,18,1,True); child_unique_id: f359892e-d05c-43c3-a052-21e6b6995e16 child_label: (A,28,17);
unique_id: 4423b931-3247-46dc-945e-4ca38527f2d2 label: (B,31,21,1,True); child_unique_id: 5f9e0255-0e24-43e3-b9d8-e4dec317a983 child_label: (B,30,20);
unique_id: f2bc2c1f-5551-45b2-b0ca-b1eea2ac735d label: (D,31,16,1,True); child_unique_id: e9bd7981-bb6c-4a8a-b69c-cc3ccfde294b child_label: (D,28,15);
unique_id: 8651af5c-074b-4b5b-a0ae-15fc901b34b3 label: (E,31,16,1,True); child_unique_id: 37d8a7c1-04c9-466e-a5ea-a1317078a1ef child_label: (E,30,15);
